,0
374,5.43418985763893
375,4.90297840855709
376,0.803533749094233
377,2.28125175462436
378,2.20131564877767
379,0
380,0
381,0
382,0
383,2.47863078971028
384,3.56162548069657
385,9.9364817639874
386,0.33712432414055
387,11.5463904372405
388,1.63746584624527
389,1.87484789243444
390,2.99075536550075
391,0.44977403835282
392,0
393,0
394,0
395,0
396,1.0272003280238
397,5.70967063121818
398,12.0596353899973
399,5.88522322022878
400,4.76240020034122
401,3.2289421398151
402,0.0242159906213544
403,0
404,0
405,0
406,0
407,0
408,0
409,0.252625588514948
410,3.52960238057266
411,2.41733332524145
412,1.75475068567496
413,4.22011515059884
414,2.12621362705339
415,0
416,0
417,0
418,0
419,0
420,0
421,7.90018263894002
422,8.17425233010929
423,2.72625803097113
424,1.57405183981335
425,2.99809912852484
426,0.46993408717691
427,0
428,0
429,0
430,0
431,0
432,0.510678596421883
433,4.31913222316848
434,9.69206773759642
435,0.00496449151643236
436,0.053237783939613
437,0.00253676542348448
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,5.17184188750196
446,2.47842717835869
447,4.33668690856561
448,2.09422676705412
449,1.9628055425219
450,0.718957034580242
451,0
452,0
453,0
454,0
455,2.69304824864814
456,1.59593837848055
457,4.34984933259757
458,7.65595516445919
459,10.3137889279814
460,1.37517777310218
461,0.961921097513845
462,0.333836024228612
463,0.234014661622173
464,0
465,0
466,0
467,0
468,0
469,4.76685996086571
470,0.802891991399393
471,8.41594843007159
472,2.48436833200632
473,0.443559981654668
474,1.40256840452789
475,0
476,0.62658660919408
477,0
478,0
479,0
480,0
481,1.77445668201524
482,0.719601471229501
483,5.66390011319602
484,3.25458572114165
485,1.44025346991409
486,2.94615510242945
487,0
488,0
489,0
490,0
491,0
492,0
493,9.39745721911031
494,0.976497453064905
495,0.258884485034912
496,2.7134497235315
497,2.63889550214522
498,2.19722178767056
499,0
500,0
501,0
502,0
503,0
504,0
505,1.93890724943731
506,2.62520303789145
507,3.40178747957404
508,1.27078191102146
509,1.76610913839648
510,1.27901277167857
511,0
512,0
513,0
514,0
515,0
516,5.69752445901106
517,4.97395523703687
518,2.28500565741354
519,0.0369671918514431
520,7.21724706324574
521,3.029659455835
522,0.305291496243334
523,0
524,0
525,0
526,0
527,0
528,0
529,9.54112989989797
530,3.25307645161687
531,0.925687071829322
532,1.76095447595548
533,2.14242082213827
534,0.895295049443164
535,0
536,0
537,0
538,0
539,0
540,0
541,0.260438445848618
542,12.0690683249133
543,9.13424902431471
544,2.07255278416354
545,0.560202209358005
546,1.94343659820524
547,2.74239793672781
548,0
549,0
550,0
551,0
552,1.18489942174387
553,4.04725056434232
554,2.09089215577366
555,15.1233634219568
556,1.84390068062575
557,5.17009909538568
558,3.52012937514295
559,0
560,0
561,0
562,0
563,0
564,0
565,0.281330298738834
566,0.369320650994784
567,2.27538875342508
568,0.912124525342551
569,1.0982864226612
570,1.1500877210702
571,0
572,0
573,0
574,0
575,0
576,2.32214880866086
577,11.0600176328076
578,2.72181246486338
579,4.99912795167565
580,0.649575780220844
581,0.469171815131174
582,11.804312246042
583,0
584,0
585,0
586,0
587,0
588,0.0708337632453825
589,1.29532425381994
590,14.4898300773213
591,7.60693605761674
592,7.17002613862833
593,7.80104095760167
594,5.19646040924824
595,0
596,0
597,0
598,0
599,0
600,0
601,0.839402558801676
602,7.51968182777403
603,0
604,0.0513659554185724
605,0.0821669534404304
606,0
607,1.33419737577672
608,0
609,0
610,0
611,0
612,0
613,5.39097316229877
614,0.284512657221633
615,3.3741541336132
616,5.55146211328105
617,2.82400333754625
618,1.54929515454255
619,1.59918094497321
620,0
621,0
622,0
623,0
624,0.084583392007854
625,6.52573866623288
626,6.09331823854141
627,1.28794729000653
628,2.43452613031619
629,1.92747151464991
630,4.50790383452697
631,0
632,0
633,0
634,0
635,0.288325808203169
636,1.09359330557648
637,9.83651085381611
638,2.64451564123934
639,0.365705473551949
640,0.758051342615582
641,1.76558803938272
642,2.87960263542888
643,0.946680244162247
644,0
645,0
646,0
647,0
648,0
649,0.944185532888242
650,11.1564425567669
651,2.28792319425327
652,1.58427868219493
653,3.79739251676525
654,0
655,0
656,0
657,0
658,0
659,0
660,0.473509367794001
661,3.78383895469593
662,7.10251471385516
663,10.0738139588446
664,1.24175356836785
665,1.06901234229768
666,3.06362313031393
667,0
668,0
669,0
670,0
671,0
672,0
673,5.01163176384848
674,6.43003613512575
675,7.56047618205398
676,4.25224543944784
677,1.83990766428924
678,7.62431379782921
679,0
680,0
681,0
682,0
683,0
684,3.46573804767975
685,1.93696197181302
686,10.6307645286363
687,5.44666165142269
688,4.20427455387144
689,3.62685593347759
690,2.42452495019796
691,0.620470158114395
692,0
693,0
694,0
695,0
696,7.21895681863416
697,2.20826811067211
698,8.44851450323635
699,3.95246581965111
700,0.580625795150632
701,4.15091890369148
702,1.27481919998289
703,0
704,0
705,0
706,0
707,0
708,0
709,0.0775074872802119
710,1.07566167306012
711,1.23328626232346
712,0.631338097955717
713,0.854118369109334
714,2.05792406229915
715,3.68808298998215
716,0
717,0
718,0
719,0
720,0
721,4.84525248023436
722,0.866650909670444
723,2.48390560554715
724,1.49924087094326
725,2.33613312352227
726,2.17926074704745
727,2.23104167187461
728,0
729,0
730,0
731,0
732,0
733,1.51519075300952
734,3.1233620417778
735,2.97475405981872
736,4.20580636557607
737,0.930733797777265
738,3.7290084573918
739,2.51656547622865
740,0
741,0
742,0
743,0
744,5.81650440737047
745,3.52082644144325
746,3.31230823866608
747,5.42072286956926
748,0.678498650606032
749,2.22269471698512
750,3.76349742598153
751,2.38732108663419
752,0
753,0
754,0
755,0
756,0
757,13.622976039388
758,7.49580856066016
759,2.58341608022852
760,1.55633875480941
761,1.81057174865855
762,3.88950373037476
763,0
764,0
765,0
766,0
767,0
768,0
769,7.74071239620167
770,5.18325560198008
771,5.00188388634627
772,2.00714661108633
773,0.675601472383947
774,0.535551210334551
775,0.805077694301265
776,0
777,0
778,0
779,0
780,0
781,4.78304731961879
782,3.67578624354299
783,1.78155427022769
784,1.5398883545748
785,1.78814944488659
786,0.0927051001350033
787,1.37058012869063
788,0
789,0
790,0
791,0
792,0
793,1.43413739467966
794,3.80216964769833
795,0.973577150176252
796,2.20998027674685
797,0.437673495847677
798,1.72563261995244
799,0.209194626910449
800,0
801,0
802,0
803,0
804,0
805,4.77051791435371
806,8.16435805625322
807,2.986764381969
808,1.84314578714307
809,10.6463840662056
810,1.47021202069168
811,0
812,0
813,0
814,0
815,0
816,0
817,2.2631163794902
818,10.0358819727378
819,4.0873261585555
820,4.94906974872631
821,0.21848905169662
822,2.47795271400934
823,2.4183422144572
824,0
825,0
826,2.53603583968227
827,2.97957776664159
828,0.4476653033776
829,0.989568081182402
830,3.40182353861182
831,0.418672108967511
832,0
833,0.443464683133058
834,0.347278123923224
835,0.174198818900395
836,0
837,0
838,0
839,0
840,4.38953383550252
841,3.10527309719564
842,2.07214761269632
843,3.35372044342561
844,4.14672800737005
845,3.8499328751716
846,6.99570137127521
847,0
848,0
849,0
850,0
851,0
852,0.301131624723793
853,9.13928169682976
854,6.50873109131764
855,4.28832726784403
856,0.112120447992462
857,2.93385409014014
858,2.75050592028791
859,0
860,0
861,0
862,0
863,0
864,0.774252797947146
865,0.448477459615453
866,1.82930068945335
867,5.49765210738882
868,4.09225014211644
869,4.24934654116376
870,1.04668121321775
871,0
872,0
873,0
874,0
875,0
876,0.110473543354866
877,9.49812245585644
878,2.12942513521899
879,1.75957784215421
880,2.41861868454345
881,3.19074927002313
882,5.74729383905239
883,2.34557733630133
884,0
885,0
886,0
887,1.99641724838645
888,0.173811998956249
889,2.90417858430661
890,6.58352041001495
891,0.306677129310571
892,3.8125546896752
893,3.91124186459171
894,4.64137342208778
895,0
896,0
897,0
898,0
899,0
900,0
901,4.80222699704469
902,2.11667416102489
903,3.31021973112163
904,2.90328125889007
905,3.07255601594176
906,0.351400359276879
907,0
908,0
909,0
910,0
911,0
912,0.932799951493178
913,1.87229181557764
914,8.11367843447731
915,0.431136730773488
916,2.7113640600658
917,0
918,0.300537194547113
919,0
920,0
921,0
922,0
923,0
924,0
925,1.13566457849367
926,6.77988308152977
927,3.07019404331644
928,1.60996246270023
929,0.856524123070245
930,5.57075240540844
931,0
932,0
933,0
934,0
935,0
936,0
937,1.23175119206474
938,1.17659244402807
939,0
940,0.198946116470972
941,0.395449155755802
942,4.39228652975962
943,0
944,0
945,0
946,0
947,0
948,0
949,4.84148451868543
950,7.15104117513037
951,4.32345163970268
952,0.924321823357362
953,0.569069893154217
954,1.69295719111383
955,0
956,0
957,0
958,0
959,0
960,1.96606997106014
961,13.2274988814654
962,4.45526842913738
963,4.44850102496146
964,1.51986742614412
965,0.408871798296881
966,3.50469314872173
967,0
968,0
969,0
970,0
971,0
972,7.84242504648434
973,6.23855492607218
974,9.01370756163478
975,0
976,0.793938703195537
977,0.702025193510593
978,3.36578868295483
979,0.526692475686373
980,0
981,0
982,0
983,0
984,0.496270122388917
985,4.63316939878054
986,4.76484244265232
987,1.07532739069135
988,3.22020609599256
989,0.77163241232208
990,3.38995821522598
991,0
992,0
993,0
994,0
995,0
996,0
997,8.30782298116633
998,7.92901119312211
999,2.21580158474051
1000,1.88661393550929
1001,1.16244226906298
1002,1.35527713597904
1003,0
1004,0
1005,0
1006,0
1007,0
1008,2.12204291066983
1009,2.02355384849917
1010,0.821746950847185
1011,2.46459595841976
1012,2.96029298053913
1013,2.48313707110502
1014,2.76350466201106
1015,0
1016,0
1017,0
1018,0
1019,0
1020,2.09848192771464
1021,5.81991274421569
1022,3.91422586276973
1023,1.01322583152059
1024,1.31921484151816
1025,1.1095224352974
1026,7.38805763646961
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,7.16497029281181
1034,6.09186534113508
1035,3.56665426446879
1036,2.88037586383259
1037,3.2092990520549
1038,1.32844078933076
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,1.54690974228365
1046,7.35209764353115
1047,4.69230145129912
1048,3.00033408160763
1049,2.14154438674179
1050,3.00084536629789
1051,0.393245727014285
1052,0
1053,0
1054,0
1055,0
1056,0
1057,1.90054434413171
1058,5.65996354170092
1059,5.77002821407353
1060,0.725896732658835
1061,0.352979061246151
1062,7.71878377473672
1063,2.25568000127904
1064,0
1065,0
1066,0
1067,0
1068,0
1069,4.27665230726633
1070,1.71031092906959
1071,5.61841381107654
1072,0.472394118877673
1073,2.48256675665877
1074,1.57625351970781
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0.0352694670117608
1081,0.132933944881146
1082,2.14890193078572
1083,1.76954984729469
1084,3.47556541142908
1085,1.51311206019857
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,4.05293621167814
1094,1.65040920358847
1095,5.57048687235515
1096,3.61919844689552
1097,5.26277376024829
1098,5.19446591006791
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,1.94953661871268
1106,0.193423140040827
1107,9.91951607300258
1108,3.44690966949835
1109,1.78802380850178
1110,3.1182396990231
1111,0
1112,0
1113,0
1114,0
1115,0
1116,7.05333844845319
1117,3.19036653383116
1118,7.41254922741495
1119,6.04476901518052
1120,0.848651679691789
1121,3.21438424092995
1122,0.355644973983283
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,6.91820584959916
1130,6.91731577250088
1131,0.523305339888341
1132,0.698680919986864
1133,0
1134,2.52799589263852
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,12.0280520721612
1142,8.26915778765427
1143,0.81482280961485
1144,0
1145,0.12244667881762
1146,1.45639493575614
1147,0.347042225919025
1148,0
1149,0
1150,0
1151,0
1152,0
1153,7.4092023693422
1154,6.27861453587853
1155,2.06851185110375
1156,1.24569383074063
1157,0.878523984725656
1158,1.89706824357382
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,4.05244684094937
1166,3.67714499134445
1167,0.369911255567247
1168,0.251541263395072
1169,0.534599154527336
1170,5.64066978665552
1171,0.0641041616290999
1172,0
1173,0
1174,0
1175,0
1176,0.213423429652796
1177,3.88747934803518
1178,4.91602978854271
1179,7.78619538029698
1180,2.47979216540253
1181,1.23387358123182
1182,1.75595459314738
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0.837648444144173
1189,2.70810404227436
1190,3.05809111939124
1191,0.552261103317258
1192,3.43533186115359
1193,1.6401721831419
1194,3.33699146667088
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0.697362957370542
1202,7.35653837540129
1203,2.1065607796718
1204,0.87260977106995
1205,1.87286008444039
1206,1.27280622751024
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,4.84983372753809
1214,5.08567477686213
1215,0.392702523422811
1216,1.13512327593008
1217,1.74538665123963
1218,2.32994313984425
1219,0
1220,0
1221,0
1222,0
1223,0
1224,7.56724435075226
1225,1.45439309516027
1226,3.79784593967645
1227,1.71600348395014
1228,4.44025960909994
1229,0.234851843562112
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,1.69888202161559
1237,4.78530110429655
1238,12.8160663045483
1239,0.726598948153273
1240,5.93966499507726
1241,4.29813400422748
1242,5.07629397809094
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0.00772846200057653
1249,6.79706919704982
1250,3.9844601649459
1251,2.53207684140193
1252,0.708866692325748
1253,2.87641776677866
1254,1.96978455786771
1255,0.41805411619018
1256,0
1257,0
1258,0
1259,0
1260,5.38721393033298
1261,3.25671292935092
1262,7.53154971679597
1263,2.08869566331687
1264,2.98550151232094
1265,0.809565451723727
1266,6.80687982204624
1267,0.960690420726272
1268,0
1269,0
1270,0
1271,0
1272,0.494652274790322
1273,5.33041323031049
1274,5.4617983485029
1275,3.94360596184861
1276,5.21324279819531
1277,0.304415503943886
1278,4.78254560834396
1279,3.27331925301809
1280,0
1281,0
1282,0
1283,0
1284,0.0431716082867728
1285,2.24135000210829
1286,6.08273447667035
1287,1.40265839441014
1288,5.10480291134305
1289,0.979377347872948
1290,8.3270104727035
1291,0
1292,0
1293,0
1294,0
1295,0
1296,3.45563156444897
1297,6.08300230037577
1298,0.0892455520669291
1299,4.71289600223778
1300,0.500564096161812
1301,2.53678453526633
1302,0.217237954845027
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0.904398178759006
1310,1.03235365232279
1311,0.762064518884237
1312,3.23253883299678
1313,3.26198877676792
1314,7.66825695542821
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,4.93197111876196
1322,2.77648935447038
1323,3.17983013859113
1324,2.06395655718834
1325,1.44036036463768
1326,2.39353318959464
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0.381946493968279
1334,2.14224526939108
1335,0.680872937322276
1336,0
1337,0.826971503614302
1338,3.65247780883542
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,10.1497852397459
1346,3.55435168805741
1347,2.69230927819801
1348,0.00853966157543762
1349,1.28279991159496
1350,1.5461376159964
1351,0
1352,0
1353,0
1354,0
1355,0
1356,1.60350491038291
1357,7.03339795872958
1358,0.224270978763687
1359,2.07533278336644
1360,2.0938490663544
1361,2.4262178515656
1362,1.14893927487666
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0.495767578167207
1370,4.85901658321644
1371,5.40838002911942
1372,3.82840596427633
1373,1.43286281394633
1374,5.10434500945348
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,1.5293184020781
1382,1.83955548136796
1383,0.0163662861498492
1384,1.45502167854091
1385,2.10544772755122
1386,1.75699966743641
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0.76770094058993
1393,7.42840500528171
1394,4.34209923764017
1395,2.15888544892134
1396,2.64802673536165
1397,3.25242861114807
1398,3.12444173880096
1399,0.302787028775307
1400,0
1401,0
1402,0
1403,0
1404,0.620431260154906
1405,0.216503965908341
1406,7.19751963121528
1407,2.77722406650192
1408,0.592980628284847
1409,0.878861449594699
1410,0.680440826176527
1411,0
1412,0
1413,0
1414,0
1415,0
1416,1.0432099210823
1417,2.26617185395619
1418,2.62987468335598
1419,1.30780665959705
1420,3.98132676087586
1421,4.76892943284843
1422,0.931004565120227
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0.267181795055388
1430,6.52060644816572
1431,0.408746014385444
1432,2.00073409060588
1433,4.45151042460025
1434,2.45614277368995
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,4.58152208816957
1442,5.66004608570709
1443,7.90229671327977
1444,5.60639118339211
1445,3.59624360650319
1446,0.121961013883877
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,5.2841604636624
1454,1.74556283478253
1455,0.920476588528703
1456,0.469626377646451
1457,3.16738023161201
1458,4.83069885524905
1459,1.38730414190537
1460,0
1461,0
1462,0
1463,0
1464,0
1465,1.3634954041083
1466,0.324686664649589
1467,4.56018740089456
1468,2.6459378451469
1469,5.49832227642689
1470,0.372358610612934
1471,0
1472,0
1473,0
1474,0
1475,0
1476,4.77675258960317
1477,3.04098324027066
1478,2.99244882670696
1479,7.44246576212211
1480,2.93527491231683
1481,3.68358535554779
1482,0.323686070709471
1483,0
1484,0
1485,0
1486,0
1487,0
1488,1.76883907316373
1489,2.61666845825059
1490,5.89900803862846
1491,2.97044555727305
1492,3.93951756260373
1493,4.35575568392631
1494,0.332482992787941
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0.571678796567529
1501,2.97460292508101
1502,4.87964900600628
1503,3.10954409720523
1504,2.38707746030968
1505,0.265196850169723
1506,1.92047310687281
1507,2.41943830261278
1508,0
1509,0
1510,0
1511,0
1512,0
1513,3.87479347111759
1514,7.40693046816878
1515,0.647043812922579
1516,5.57332338440072
1517,1.28041687172575
1518,1.63280735216728
1519,0.164929364033031
1520,0
1521,0
1522,0
1523,0
1524,0.117745388366242
1525,4.55042080162546
1526,1.4430553846556
1527,2.70988422199851
1528,5.44989848160452
1529,1.08321450384707
1530,1.7942841287903
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0.0251406411793847
1537,5.52886433950207
1538,7.98597834664121
1539,4.54624289236763
1540,2.81486642379722
1541,2.4289117147544
1542,2.64166150929625
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0.143829638068944
1549,2.2721730722231
1550,7.95875039076628
1551,5.22306799625031
1552,2.41804056697825
1553,3.3956349773361
1554,1.0879113692101
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0.154464087810897
1561,4.49883340261626
1562,6.79223069645143
1563,0.015958470878759
1564,2.68452150182259
1565,0.596576535715795
1566,5.70792606073361
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0.761102100081332
1573,7.82647650349502
1574,7.20393637933058
1575,4.34850085556417
1576,0.465965391061016
1577,3.98653670261677
1578,1.56543081815404
1579,0.995503683244228
1580,0
1581,0
1582,0
1583,0
1584,0
1585,3.94566626023567
1586,0.615704473585743
1587,1.35655029651594
1588,2.47897721997732
1589,3.03272997374708
1590,1.66537551156282
1591,2.20316916583515
1592,0
1593,0
1594,0
1595,0
1596,0.0521123158770862
1597,7.29284692628213
1598,1.50068084764515
1599,0.169703455683125
1600,1.16251977566399
1601,2.01156519950841
1602,1.15284439458005
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0.716905729333862
1609,8.51771355665092
1610,8.77195176197612
1611,2.18469652261292
1612,1.96168431908517
1613,1.70385877286074
1614,4.12180953434868
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,5.26745896385885
1622,7.25292827583498
1623,1.50680347251821
1624,0.863943751333289
1625,0.477505432126497
1626,1.96106720350503
1627,0
1628,0
1629,0
1630,0
1631,0
1632,1.08222581195495
1633,11.3069305882541
1634,6.39523694675173
1635,4.16884065620174
1636,2.89125672492798
1637,3.02301901155237
1638,2.6884011437857
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0.0598864322013986
1646,1.95516989979439
1647,1.57019087762364
1648,1.36451097653229
1649,0.303652861938815
1650,3.15435334945369
1651,0.0185596688319736
1652,0
1653,0
1654,0
1655,0
1656,0
1657,2.09019208668596
1658,8.81477638752262
1659,0.312236921103325
1660,1.49843187483554
1661,0.36526450253763
1662,0.86021019718584
1663,0
1664,0
1665,0
1666,0
1667,0
1668,2.91192083765549
1669,4.9335374483828
1670,3.23647201025307
1671,3.72953282234845
1672,2.06136650603592
1673,1.97127390796347
1674,0.0238646745932208
1675,0
1676,0
1677,0
1678,0
1679,0
1680,1.46460022956647
1681,5.00475791293614
1682,0.386984902588115
1683,0.67371513123856
1684,2.11441793223859
1685,1.34107405406436
1686,2.2403160793084
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0.123495230855148
1693,0.426822780682415
1694,0.861756506934134
1695,2.58495488199183
1696,0.389588336138129
1697,1.71165810968062
1698,1.14517758712733
1699,0
1700,0
1701,0
1702,0
1703,0
1704,3.06481000785424
1705,8.92141418861726
1706,3.20439878394074
1707,2.45694125300032
1708,0.722455308585245
1709,3.37273878153725
1710,5.80358258653425
1711,0
1712,0
1713,0
1714,0
1715,0
1716,2.74771901675439
1717,6.07258243592088
1718,3.14970587482059
1719,1.25401522738807
1720,0.784218040700595
1721,0.629317407520357
1722,4.2153368275417
1723,0
1724,0
1725,0
1726,0
1727,0.0331971067911436
1728,0.860569595847406
1729,3.37353080192085
1730,4.26480153476724
1731,3.13933265993086
1732,0.35031696248472
1733,0.335194226980742
1734,0.301441472724039
1735,0.024988780268224
1736,0
1737,0
1738,0
1739,0
1740,2.81312050847308
1741,5.25755157500922
1742,11.2979458329741
1743,8.67341688925915
1744,0.329238337815703
1745,0.245331393367205
1746,0.205739878713129
1747,0
1748,0
1749,0
1750,0
1751,0
1752,1.30633045685416
1753,0.178182857895147
1754,0.352607661814524
1755,3.28049246199773
1756,0.911157256887382
1757,2.23847751582011
1758,1.59649168696785
1759,0
1760,0
1761,0
1762,0
1763,0
1764,5.26163786551305
1765,3.1910452091032
1766,4.65024968687214
1767,4.06360491393635
1768,2.51413473537142
1769,2.31361698695205
1770,3.02930856336427
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0.497203481899366
1777,0.26210484478964
1778,1.43751225127425
1779,1.58734899317337
1780,2.27014918279428
1781,0.45745403443438
1782,3.72647889414012
1783,0
1784,0
1785,0
1786,0
1787,0
1788,2.06698604237077
1789,0.758686992415671
1790,1.19511218106601
1791,3.27329569712402
1792,1.82809675847401
1793,2.60477409458182
1794,4.71869273100944
1795,0
1796,0
1797,0
1798,0
1799,0
1800,1.26642613257911
1801,8.14289039708989
1802,6.37775478535108
1803,2.27541078757383
1804,2.24953112002248
1805,0.534379059122786
1806,1.68562892985419
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0.608548415861233
1813,5.32408185220578
1814,2.08811443714422
1815,2.50629489375272
1816,1.4892489877294
1817,2.9652502411786
1818,4.34434507132669
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0.565304439842696
1825,2.36026477742351
1826,8.45101324444843
1827,5.26486492213442
1828,1.36536407677572
1829,0.764893792821083
1830,3.43013894700876
1831,0.232896217826364
1832,0
1833,0
1834,0
1835,0
1836,0.501546589033306
1837,5.45190311103721
1838,1.62804201363257
1839,1.61385632288872
1840,2.45069480541835
1841,1.05841289730861
1842,4.67552570999408
1843,2.35412096107022
1844,0
1845,0
1846,0
1847,0
1848,0
1849,4.19885016598872
1850,0.494262347430909
1851,1.48541276774064
1852,3.22557023916252
1853,1.29026638603773
1854,4.09820342784757
1855,0
1856,0
1857,0
1858,0
1859,0
